코드,관광지명,필드,변경전,변경후,규칙,사유,단계,근거출처,비고,개최월,_2026일정,확정도,추천대상,근거,제외사유
P951,세리월드,correctionHistory,(공백),"FIX21-A: 경로상 휠체어 접근 불가 | FIX38: 카트 조항 전체 전파 정정, UNAVAILABLE→CONDITIONAL",FIX38,카트 조항 전체 전파 정정 — 체험별 판정 분리,FIX38,세리월드 공식 요금·이용안내(2026-08),,,,,,,
P503,제주올레 9코스,recommendForMobility,Y,N,FIX39,핵심 체험 게이트 정의 유지 — 출발점 접근은 Y 근거 아님,FIX39,제주올레 공식 난이도 분류 · 노선 역산(원본 미대조),,,,,,,
P503,제주올레 9코스,mobilityCaveat,휠체어 이용 가능 구간은 '논짓물~대평포구' 3.6km 구간에 한합니다(구간 난이도 상). 자연지형 7-10도 이상 경사 6개 구간. 카페8길 유효폭 73cm. 동행자 도움 필수,"제주올레 9코스는 오름과 계곡을 지나는 산악 구간이 있고 계단과 급한 경사가 포함되어 있어, 휠체어로 정규 코스를 이어서 이용하시기는 어렵습니다. 출발점인 대평포구까지는 접근하실 수 있습니다. 조사자료에 '논짓물~대평포구' 3.6km가 통행 가능 구간으로 기록되어 있으나 해당 구간이 어느 코스에 속하는지 확인이 필요한 상태이므로, 방문 전 제주올레(064-762-2190)에 문의해 주시기 바랍니다",FIX39,핵심 체험 게이트 정의 유지 — 출발점 접근은 Y 근거 아님,FIX39,제주올레 공식 난이도 분류 · 노선 역산(원본 미대조),,,,,,,
P503,제주올레 9코스,partialReason,(공백),[FIX39] 산악 구간·계단·급경사 포함 — 휠체어 정규 코스 연속 이용 불가. 출발점(대평포구) 접근 가능은 게이트 Y 의 근거가 되지 않음(핵심 체험 게이트 정의 유지),FIX39,핵심 체험 게이트 정의 유지 — 출발점 접근은 Y 근거 아님,FIX39,제주올레 공식 난이도 분류 · 노선 역산(원본 미대조),,,,,,,
P503,제주올레 9코스,verifyNote,검증완료(2026-07) — 이지제주올레 휠체어 구간 조사 대조,코스 난이도 '상'은 제주올레 공식 분류로 확인. ※ 보류: wheelchairSection '논짓물~대평포구'는 8코스(월평 아왜낭목→대평포구) 종점 구간일 가능성이 있음 — 9코스는 대평포구에서 시작. 이지제주올레(2022.07) 원본 확인 필요. 확인 전까지 구간 데이터는 보존하되 사용자 안내에서는 단정하지 않음,FIX39,핵심 체험 게이트 정의 유지 — 출발점 접근은 Y 근거 아님,FIX39,제주올레 공식 난이도 분류 · 노선 역산(원본 미대조),,,,,,,
P503,제주올레 9코스,correctionHistory,nan | FIX24: 올레 휠체어 구간 실측 반영,FIX24: 휠체어 구간 실측 적재 | FIX35: 구간 보유 근거로 게이트 Y | FIX39: 게이트 N 원복 — 구간 보유가 코스 활동 가능을 뜻하지 않음. 구간 귀속 확인 보류,FIX39,핵심 체험 게이트 정의 유지 — 출발점 접근은 Y 근거 아님,FIX39,제주올레 공식 난이도 분류 · 노선 역산(원본 미대조),,,,,,,
P503,제주올레 9코스,wheelchairSection,논짓물~대평포구,(제거),FIX40,8코스 종점 구간으로 판단 — P879 로 이관,FIX40,제주올레 공식 난이도 분류 · 노선 역산(원본 미대조),,,,,,,
P503,제주올레 9코스,wheelchairSectionDist,3.6km,(제거),FIX40,8코스 종점 구간으로 판단 — P879 로 이관,FIX40,제주올레 공식 난이도 분류 · 노선 역산(원본 미대조),,,,,,,
P503,제주올레 9코스,wheelchairDifficulty,HIGH,(제거),FIX40,8코스 종점 구간으로 판단 — P879 로 이관,FIX40,제주올레 공식 난이도 분류 · 노선 역산(원본 미대조),,,,,,,
P503,제주올레 9코스,mobilityCaveat,(구간 언급 포함),(구간 언급 제거),FIX40,구간 이관에 따라 안내 문구 정리,FIX40,제주올레 공식 난이도 분류 · 노선 역산(원본 미대조),,,,,,,
P879,제주올레 8코스,wheelchairSection,(공백),논짓물~대평포구,FIX40,P503 에서 이관 — 8코스 종점 구간,FIX40,제주올레 공식 난이도 분류 · 노선 역산(원본 미대조),,,,,,,
P879,제주올레 8코스,wheelchairSectionDist,(공백),3.6km,FIX40,P503 에서 이관 — 8코스 종점 구간,FIX40,제주올레 공식 난이도 분류 · 노선 역산(원본 미대조),,,,,,,
P879,제주올레 8코스,wheelchairDifficulty,(공백),HIGH,FIX40,P503 에서 이관 — 8코스 종점 구간,FIX40,제주올레 공식 난이도 분류 · 노선 역산(원본 미대조),,,,,,,
P879,제주올레 8코스,verifyStatus,(변경),PENDING,FIX40,미검증 상태 명시,FIX40,제주올레 공식 난이도 분류 · 노선 역산(원본 미대조),,,,,,,
P879,제주올레 8코스,mobilityCaveat,(변경),"조사자료에 '논짓물~대평포구' 3.6km가 휠체어 통행 가능 구간으로 기록되어 있으나, 해당 구간이 어느 코",FIX40,단정 회피 문구,FIX40,제주올레 공식 난이도 분류 · 노선 역산(원본 미대조),,,,,,,
P879,제주올레 8코스,correctionHistory,(변경),"FIX40: 휠체어 구간 이관 수신 (P503 → P879), 귀속 미검증",FIX40,이관 이력,FIX40,제주올레 공식 난이도 분류 · 노선 역산(원본 미대조),,,,,,,
P488,제주올레 6코스,wheelchairSectionDist,2.6km,3.3km,FIX41,원본 대조 — 이지제주올레 개정판 '구간거리 : 3.3km / 쇠소깍 ~ 보목포구',FIX41,이지제주올레 개정판(2022.07) 원본 대조,,,,,,,
P488,제주올레 6코스,mobilityCaveat,휠체어 이용 가능 구간은 '쇠소깍~보목포구' 2.6km 구간에 한합니다(구간 난이도 중). 경사 4-8도 오르막 다수. 430m 지점부터 보차구분 없음. 보목어촌 화장실 잠금장치 고장,휠체어 이용 가능 구간은 '쇠소깍~보목포구' 3.3km 구간에 한합니다(구간 난이도 중). 경사 4-8도 오르막 다수. 430m 지점부터 보차구분 없음. 보목어촌 화장실 잠금장치 고장,FIX41,구간거리 정정에 따른 안내 문구 재합성,FIX41,이지제주올레 개정판(2022.07) 원본 대조,,,,,,,
P488,제주올레 6코스,correctionHistory,nan | FIX24: 올레 휠체어 구간 실측 반영,nan | FIX24: 올레 휠체어 구간 실측 반영 | FIX41: 구간거리 2.6km→3.3km (원본 대조),FIX41,이력 기록,FIX41,이지제주올레 개정판(2022.07) 원본 대조,,,,,,,
P879,제주올레 8코스,wheelchairCaveat,(공백),자연지형 7-10도 이상 경사 6개 구간. 카페8길 유효폭 73cm. 동행자 도움 필수,FIX41,FIX40 이관 누락분 — P503 에 남아 있던 08코스 주의사항,FIX41,이지제주올레 개정판(2022.07) 원본 대조,,,,,,,
P879,제주올레 8코스,slopeInfo,UNKNOWN,7~10도 이상 경사 6개 구간,FIX41,원본 주의사항 — 자연지형 오르막·내리막 6개 구간,FIX41,이지제주올레 개정판(2022.07) 원본 대조,,,,,,,
P879,제주올레 8코스,evidenceType,ROUTE_SURVEY,PUBLICATION,FIX41,근거 유형 — 이지제주올레 발간물,FIX41,이지제주올레 개정판(2022.07) 원본 대조,,,,,,,
P879,제주올레 8코스,source,제주관광약자접근성안내센터(이지제주) · 한국관광공사 열린관광 · ㈜휴플 현장조사,"이지제주올레(제주올레×관광약자접근성안내센터, 재발행 2022.07) 휠체어 구간 조사",FIX41,원본 출처 이관,FIX41,이지제주올레 개정판(2022.07) 원본 대조,,,,,,,
P879,제주올레 8코스,sourceDate,2024~2026 (주 조사 2026-06),2022-07,FIX41,원본 발행 시점,FIX41,이지제주올레 개정판(2022.07) 원본 대조,,,,,,,
P879,제주올레 8코스,mobilityAccess,UNKNOWN,NONE,FIX41,코스 전체는 휠체어 통행 불가 — P329(05코스)와 동일 패턴,FIX41,이지제주올레 개정판(2022.07) 원본 대조,,,,,,,
P879,제주올레 8코스,wheelchairAccess,UNKNOWN,NONE,FIX41,동일,FIX41,이지제주올레 개정판(2022.07) 원본 대조,,,,,,,
P879,제주올레 8코스,activityAccess,UNKNOWN,CONDITIONAL,FIX41,실측 구간 한정 통행 가능 — 전면 불가 아님,FIX41,이지제주올레 개정판(2022.07) 원본 대조,,,,,,,
P879,제주올레 8코스,companionRequired,UNKNOWN,Y,FIX41,원본 명시 — 동행자 도움 필요,FIX41,이지제주올레 개정판(2022.07) 원본 대조,,,,,,,
P879,제주올레 8코스,mobilityCaveat,"조사자료에 '논짓물~대평포구' 3.6km가 휠체어 통행 가능 구간으로 기록되어 있으나, 해당 구간이 어느 코스에 속하는지 확인이 필요한 상태입니다. 코스 전체의 접근성은 아직 조사되지 않았으니 방문 전 제주올레(064-762-2190)에 문의해 주시기 바랍니다",휠체어 이용 가능 구간은 '논짓물~대평포구' 3.6km 구간에 한합니다(구간 난이도 상). 자연지형 7-10도 이상 경사 6개 구간. 카페8길 유효폭 73cm. 동행자 도움 필수,FIX41,구간명·거리 필수 안내 — 서비스 RETURN 대상 필드,FIX41,이지제주올레 개정판(2022.07) 원본 대조,,,,,,,
P879,제주올레 8코스,accessVerdictReason,(공백),"시설접근 조건부 / 활동참여 조건부 — 08코스 전체(19.6km)는 휠체어 통행 불가하나 논짓물~대평포구 3.6km 구간은 통행 가능(난이도 상, 동행자 도움 필요)",FIX41,판정 근거 명문화,FIX41,이지제주올레 개정판(2022.07) 원본 대조,,,,,,,
P879,제주올레 8코스,partialReason,경사로·접근 정보 미조사 — 확인 필요,[FIX41] 이지제주올레 원본 대조 완료 — 08코스 휠체어 구간 확정. 구간 한정 접근,FIX41,판정 근거,FIX41,이지제주올레 개정판(2022.07) 원본 대조,,,,,,,
P879,제주올레 8코스,verifyStatus,PENDING,VERIFIED,FIX41,원본 대조 완료 — PENDING 해제,FIX41,이지제주올레 개정판(2022.07) 원본 대조,,,,,,,
P879,제주올레 8코스,verifyNote,"※ 미검증: 휠체어 구간 '논짓물~대평포구'를 P503(9코스)에서 이관. 9코스는 대평포구에서 시작하므로 8코스 종점 구간으로 판단했으나 이지제주올레(2022.07) 원본은 대조하지 않음. 판정값(wheelchairAccess·activityAccess)은 UNKNOWN 유지 — 구간 보유가 코스 활동 가능을 뜻하지 않음(FIX39 원칙). 대조 기준: 제주올레 공식 휠체어 구간은 10개, KG 는 9개","이지제주올레(2022.07 개정판) 원본 대조 완료 — 목차 및 본문에 '08코스 휠체어구간 : 논짓물 - 대평포구' 명시. 원본 휠체어 구간은 총 9개(01·04·05·06·08·10·12·14·17)이며 09코스에는 구간이 없음. ※ 제주올레 인터뷰(2026)에는 휠체어 구간이 10개로 언급됨 — 2022.07 이후 1개 추가 추정, 미확인",FIX41,검증 완료 기록,FIX41,이지제주올레 개정판(2022.07) 원본 대조,,,,,,,
P879,제주올레 8코스,sourceCheckUrl,https://easyjeju.net,https://easyjeju.net · 이지제주올레 개정판(2022.07),FIX41,출처 갱신,FIX41,이지제주올레 개정판(2022.07) 원본 대조,,,,,,,
P879,제주올레 8코스,correctionHistory,"FIX40: 휠체어 구간 이관 수신 (P503 → P879), 귀속 미검증","FIX40: 휠체어 구간 이관 수신 (P503 → P879) | FIX41: 원본 대조 완료, 서술 근거 이관 및 판정 확정",FIX41,이력 기록,FIX41,이지제주올레 개정판(2022.07) 원본 대조,,,,,,,
P503,제주올레 9코스,wheelchairCaveat,자연지형 7-10도 이상 경사 6개 구간. 카페8길 유효폭 73cm. 동행자 도움 필수,,FIX41,08코스 주의사항이었음 — P879 로 이관 완료,FIX41,이지제주올레 개정판(2022.07) 원본 대조,,,,,,,
P503,제주올레 9코스,verifyNote,코스 난이도 '상'은 제주올레 공식 분류로 확인. FIX40 에서 휠체어 구간을 8코스로 이관 — 이지제주올레(2022.07) 원본 대조 미완료,이지제주올레(2022.07 개정판) 원본 대조 완료 — 09코스에는 휠체어 구간이 존재하지 않음. 기존에 적재돼 있던 '논짓물~대평포구'는 08코스 구간이며 P879 로 이관함. 코스 난이도 '상'은 제주올레 공식 분류,FIX41,검증 완료 — 가설이 원본으로 확정됨,FIX41,이지제주올레 개정판(2022.07) 원본 대조,,,,,,,
P503,제주올레 9코스,correctionHistory,FIX24: 휠체어 구간 실측 적재 | FIX35: 구간 보유 근거로 게이트 Y | FIX39: 게이트 N 원복 | FIX40: 구간 '논짓물~대평포구' 를 8코스(P879)로 이관,"FIX24: 휠체어 구간 실측 적재(오귀속) | FIX35: 구간 보유 근거로 게이트 Y | FIX39: 게이트 N 원복 | FIX40: 구간을 P879 로 이관 | FIX41: 원본 대조로 오귀속 확정, 잔여 근거 제거",FIX41,이력 기록,FIX41,이지제주올레 개정판(2022.07) 원본 대조,,,,,,,
P884,제주올레 10-1코스,wheelchairSection,(공백),전 구간 (상동포구~가파포구),FIX42,제주올레 공식 휠체어 코스 10개 체계 — 전 구간 코스로 등재,FIX42,제주올레 공식 코스정보(jejuolle.org/trail#/road/10_1),,,,,,,
P884,제주올레 10-1코스,wheelchairSectionDist,(공백),4.2km,FIX42,제주올레 공식 휠체어 코스 10개 체계 — 전 구간 코스로 등재,FIX42,제주올레 공식 코스정보(jejuolle.org/trail#/road/10_1),,,,,,,
P884,제주올레 10-1코스,wheelchairDifficulty,(공백),LOW,FIX42,제주올레 공식 휠체어 코스 10개 체계 — 전 구간 코스로 등재,FIX42,제주올레 공식 코스정보(jejuolle.org/trail#/road/10_1),,,,,,,
P884,제주올레 10-1코스,slopeInfo,UNKNOWN,완만한 경사,FIX42,제주올레 공식 휠체어 코스 10개 체계 — 전 구간 코스로 등재,FIX42,제주올레 공식 코스정보(jejuolle.org/trail#/road/10_1),,,,,,,
P884,제주올레 10-1코스,wheelchairCaveat,(공백),코스 자체는 전 구간 통행 가능. 제약은 가파도행 여객선 승하선 — 전동휠체어 선적 불가,FIX42,제주올레 공식 휠체어 코스 10개 체계 — 전 구간 코스로 등재,FIX42,제주올레 공식 코스정보(jejuolle.org/trail#/road/10_1),,,,,,,
P884,제주올레 10-1코스,verifyNote,"코스 난이도·경사는 제주올레 공식 정보로 확인(2026-08). 여객선 휠체어 선적 조건은 2차 안내자료 기준 — 운영사 공식 FAQ 원문 미확보, 유선 확인 권장","제주올레 공식 코스정보로 확인(2026-08) — 4.2km · 1~2시간 · 난이도 하 · 완만한 경사로 전 구간 휠체어 이용 가능. 제주올레 공식 휠체어 코스 10개 중 유일한 '전 구간' 코스이며, 나머지 9개(01·04·05·06·08·10·12·14·17)는 구간 한정. 이지제주올레 개정판(2022.07)의 '휠체어구간' 목록에 없는 이유는 잘라낼 구간이 없기 때문. ※ 여객선 휠체어 선적 조건은 2차 안내자료 기준 — 운영사 공식 FAQ 원문 미확보",FIX42,제주올레 공식 휠체어 코스 10개 체계 — 전 구간 코스로 등재,FIX42,제주올레 공식 코스정보(jejuolle.org/trail#/road/10_1),,,,,,,
P884,제주올레 10-1코스,correctionHistory,"nan | FIX28: Activity 축 모순 해소 | FIX37: 난이도 오기재 정정, UNAVAILABLE→CONDITIONAL","nan | FIX28: Activity 축 모순 해소 | FIX37: 난이도 오기재 정정, UNAVAILABLE→CONDITIONAL | FIX42: 공식 휠체어 코스 10개 체계 등재 — 전 구간 코스",FIX42,제주올레 공식 휠체어 코스 10개 체계 — 전 구간 코스로 등재,FIX42,제주올레 공식 코스정보(jejuolle.org/trail#/road/10_1),,,,,,,
P884,제주올레 10-1코스,mobilityCaveat,가파도행 여객선 승하선이 실제 제약입니다. 접이식 수동휠체어는 선적이 가,가파도 4.2km 순환 코스는 완만한 경사로 전 구간 휠체어 통행이 가능합니다. 가파도행 여객선 승하선이 실,FIX42,전 구간 가능 사실을 앞에 명시 — 여객선 안내는 유지,FIX42,제주올레 공식 코스정보(jejuolle.org/trail#/road/10_1),,,,,,,
P227,제주올레 1-1코스,mobilityAccess,PARTIAL,NONE,FIX43,공식 휠체어 코스 목록 밖 + 통행 장애 명시 — 시설접근 파생 PARTIAL 정정,FIX43,제주올레 공식 코스정보 · 한국관광공사 열린관광(2026-08),,,,,,,
P227,제주올레 1-1코스,wheelchairAccess,PARTIAL,NONE,FIX43,공식 휠체어 코스 목록 밖 + 통행 장애 명시 — 시설접근 파생 PARTIAL 정정,FIX43,제주올레 공식 코스정보 · 한국관광공사 열린관광(2026-08),,,,,,,
P227,제주올레 1-1코스,activityAccess,CONDITIONAL,UNAVAILABLE,FIX43,공식 휠체어 코스 목록 밖 + 통행 장애 명시 — 시설접근 파생 PARTIAL 정정,FIX43,제주올레 공식 코스정보 · 한국관광공사 열린관광(2026-08),,,,,,,
P227,제주올레 1-1코스,recommendForMobility,Y,N,FIX43,공식 휠체어 코스 목록 밖 + 통행 장애 명시 — 시설접근 파생 PARTIAL 정정,FIX43,제주올레 공식 코스정보 · 한국관광공사 열린관광(2026-08),,,,,,,
P227,제주올레 1-1코스,accessVerdictReason,시설접근 기준 판정 — 활동참여 개별 근거 미확보,시설접근 조건부 / 활동참여 불가 — 올레 1-1코스(우도) — 제주올레 공식 휠체어 코스 10개 목록 밖. 일부 절벽·비포장 구간으로 휠체어 통행 불가. 여객선 승선 시 높이차·선내 계단,FIX43,판정 근거 명문화,FIX43,제주올레 공식 코스정보 · 한국관광공사 열린관광(2026-08),,,,,,,
P227,제주올레 1-1코스,partialReason,[도서] 여객선 승선 시 높이차·선내 계단. 섬 내 이동수단 별도 확인 필요,[FIX43] 올레 1-1코스(우도) — 제주올레 공식 휠체어 코스 10개 목록 밖. 일부 절벽·비포장 구간으로 휠체어 통행 불가. 여객선 승선 시 높이차·선내 계단,FIX43,판정 근거,FIX43,제주올레 공식 코스정보 · 한국관광공사 열린관광(2026-08),,,,,,,
P227,제주올레 1-1코스,mobilityCaveat,(공백),우도 올레 1-1코스는 절벽과 비포장 구간이 있고 여객선 승선 시 높이차와 선내 계단이 있어 휠체어로 코스를 이용하시기는 어렵습니다. 우도 내 다른 무장애 이용 지점은 별도로 확인해 주세요,FIX43,서비스 안내 문구,FIX43,제주올레 공식 코스정보 · 한국관광공사 열린관광(2026-08),,,,,,,
P227,제주올레 1-1코스,verifyNote,(공백),제주올레 공식 코스정보에 무장애 구간 표기 없음(2026-08 확인). 기존 PARTIAL 은 시설접근 기준에서 파생된 값으로 코스 통행 실측이 아니었음,FIX43,검증 근거,FIX43,제주올레 공식 코스정보 · 한국관광공사 열린관광(2026-08),,,,,,,
P227,제주올레 1-1코스,correctionHistory,(공백),"FIX43: 시설접근 파생 PARTIAL 정정 — 휠체어 축 NONE, 활동참여 UNAVAILABLE",FIX43,이력,FIX43,제주올레 공식 코스정보 · 한국관광공사 열린관광(2026-08),,,,,,,
P358,제주올레 7코스,mobilityAccess,PARTIAL,NONE,FIX43,공식 휠체어 코스 목록 밖 + 통행 장애 명시 — 시설접근 파생 PARTIAL 정정,FIX43,제주올레 공식 코스정보 · 한국관광공사 열린관광(2026-08),,,,,,,
P358,제주올레 7코스,wheelchairAccess,PARTIAL,NONE,FIX43,공식 휠체어 코스 목록 밖 + 통행 장애 명시 — 시설접근 파생 PARTIAL 정정,FIX43,제주올레 공식 코스정보 · 한국관광공사 열린관광(2026-08),,,,,,,
P358,제주올레 7코스,activityAccess,CONDITIONAL,UNAVAILABLE,FIX43,공식 휠체어 코스 목록 밖 + 통행 장애 명시 — 시설접근 파생 PARTIAL 정정,FIX43,제주올레 공식 코스정보 · 한국관광공사 열린관광(2026-08),,,,,,,
P358,제주올레 7코스,recommendForMobility,Y,N,FIX43,공식 휠체어 코스 목록 밖 + 통행 장애 명시 — 시설접근 파생 PARTIAL 정정,FIX43,제주올레 공식 코스정보 · 한국관광공사 열린관광(2026-08),,,,,,,
P358,제주올레 7코스,accessVerdictReason,시설접근 기준 판정 — 활동참여 개별 근거 미확보,시설접근 조건부 / 활동참여 불가 — 올레 7코스 — 제주올레 공식 휠체어 코스 10개 목록 밖. 단차와 계단이 있어 휠체어 통행 불가,FIX43,판정 근거 명문화,FIX43,제주올레 공식 코스정보 · 한국관광공사 열린관광(2026-08),,,,,,,
P358,제주올레 7코스,partialReason,(공백),[FIX43] 올레 7코스 — 제주올레 공식 휠체어 코스 10개 목록 밖. 단차와 계단이 있어 휠체어 통행 불가,FIX43,판정 근거,FIX43,제주올레 공식 코스정보 · 한국관광공사 열린관광(2026-08),,,,,,,
P358,제주올레 7코스,mobilityCaveat,(공백),올레 7코스는 단차와 계단이 포함되어 있어 휠체어로 코스를 이용하시기는 어렵습니다. 서귀포 시내 구간의 개별 지점 접근성은 별도로 확인해 주세요,FIX43,서비스 안내 문구,FIX43,제주올레 공식 코스정보 · 한국관광공사 열린관광(2026-08),,,,,,,
P358,제주올레 7코스,verifyNote,(공백),제주올레 공식 코스정보에 무장애 구간 표기 없음(2026-08 확인). 기존 PARTIAL 은 시설접근 기준에서 파생된 값으로 코스 통행 실측이 아니었음,FIX43,검증 근거,FIX43,제주올레 공식 코스정보 · 한국관광공사 열린관광(2026-08),,,,,,,
P358,제주올레 7코스,correctionHistory,(공백),"FIX43: 시설접근 파생 PARTIAL 정정 — 휠체어 축 NONE, 활동참여 UNAVAILABLE",FIX43,이력,FIX43,제주올레 공식 코스정보 · 한국관광공사 열린관광(2026-08),,,,,,,
P884,제주올레 10-1코스,disabledToilet,UNKNOWN,FULL,FIX43,열린관광 무장애 편의정보 반영 및 여객선 모순 명시,FIX43,제주올레 공식 코스정보 · 한국관광공사 열린관광(2026-08),,,,,,,
P884,제주올레 10-1코스,routeCondition,단차 없음+휠체어 접근 가능,단차 없음+휠체어 접근 가능+인도 없는 마을 안길 차량 주의,FIX43,열린관광 무장애 편의정보 반영 및 여객선 모순 명시,FIX43,제주올레 공식 코스정보 · 한국관광공사 열린관광(2026-08),,,,,,,
P884,제주올레 10-1코스,mobilityCaveat,"가파도 4.2km 순환 코스는 완만한 경사로 전 구간 휠체어 통행이 가능합니다. 가파도행 여객선 승하선이 실제 제약입니다. 접이식 수동휠체어는 선적이 가능하나 전동휠체어는 선적이 불가한 것으로 안내되므로, 전동휠체어를 이용하시면 운항사에 반드시 사전 확인하시기 바랍니다(마라도가파도정기여객선 운진항). 섬 안 4.2km 순환 구간은 완만하고 포장·평탄한 구간이 많아 휠체어 통행이 가능하나 일부 노면이 고르지 않아 동행자 보조를 권장합니다. 장애인화장실은 미확인 상태입니다","가파도 4.2km 순환 코스는 완만한 경사로 전 구간 휠체어 통행이 가능하고, 섬 안에 장애인 전용주차 2면과 장애인 화장실이 있습니다. 다만 인도가 따로 없는 마을 안길에서는 차량 통행에 주의해 주세요. 가장 중요한 제약은 가파도행 여객선입니다. 접이식 수동휠체어는 선적이 가능하나 전동휠체어는 선적이 불가한 것으로 안내됩니다. 섬 안은 전동 이동보조기구로 다니기 좋다고 안내되어 있으나 배에 실을 수 없으면 도달하실 수 없으니, 전동휠체어나 전동스쿠터를 이용하시면 출발 전 반드시 운항사에 확인해 주시기 바랍니다(마라도가파도정기여객선 운진항)",FIX43,열린관광 무장애 편의정보 반영 및 여객선 모순 명시,FIX43,제주올레 공식 코스정보 · 한국관광공사 열린관광(2026-08),,,,,,,
P884,제주올레 10-1코스,activityEvidence,제주올레 공식 코스정보 — 총 4.2km · 소요 1~2시간 · 난이도 하 · 완만한 경사로 전 구간 휠체어 이용 가능. 운진항 대합실 장애인 주차구역·화장실 및 휠체어 접근 통로 안내. 여객선 접이식 수동휠체어 선적 가능 / 전동휠체어 선적 불가 안내,"제주올레 공식 코스정보 — 4.2km · 1~2시간 · 난이도 하 · 완만한 경사, 전 구간 휠체어 이용 가능. 한국관광공사 열린관광 무장애 편의정보(가파도) — 장애인 전용주차 2대, 주출입구까지 약 220m, 상시 개방형 출입통로(넓음, 휠체어·전동스쿠터 진입 쉬움), 장애인 화장실 있음. 지형 보완 — 인도 없는 마을 안길 차량 통행 주의. 여객선: 접이식 수동휠체어 선적 가능 / 전동휠체어 선적 불가 안내",FIX43,열린관광 무장애 편의정보 반영 및 여객선 모순 명시,FIX43,제주올레 공식 코스정보 · 한국관광공사 열린관광(2026-08),,,,,,,
P884,제주올레 10-1코스,sourceCheckUrl,https://easyjeju.net · https://www.jejuolle.org/trail#/road/10_1 (공식 코스정보) · https://wonderfulis.co.kr (마라도가파도정기여객선),https://easyjeju.net · https://www.jejuolle.org/trail#/road/10_1 (공식 코스정보) · https://access.visitkorea.or.kr (열린관광 가파도 cotId=e3a53bc7) · https://www.jejudatahub.net · https://wonderfulis.co.kr (마라도가파도정기여객선),FIX43,열린관광 무장애 편의정보 반영 및 여객선 모순 명시,FIX43,제주올레 공식 코스정보 · 한국관광공사 열린관광(2026-08),,,,,,,
P884,제주올레 10-1코스,verifyNote,"제주올레 공식 코스정보로 확인(2026-08) — 4.2km · 1~2시간 · 난이도 하 · 완만한 경사로 전 구간 휠체어 이용 가능. 제주올레 공식 휠체어 코스 10개 중 유일한 '전 구간' 코스이며, 나머지 9개(01·04·05·06·08·10·12·14·17)는 구간 한정. 이지제주올레 개정판(2022.07)의 '휠체어구간' 목록에 없는 이유는 잘라낼 구간이 없기 때문. ※ 여객선 휠체어 선적 조건은 2차 안내자료 기준 — 운영사 공식 FAQ 원문 미확보",제주올레 공식 코스정보로 확인(2026-08) — 전 구간 휠체어 이용 가능. 제주올레 공식 휠체어 코스 10개 중 유일한 '전 구간' 코스이며 나머지 9개는 구간 한정. 현지 편의시설은 한국관광공사 열린관광 무장애 편의정보로 확인. ※ 모순 주의: 현지는 '전동스쿠터 진입 쉬움'이나 여객선은 전동휠체어 선적 불가 — 섬 안 이동은 가능하나 도달이 막히는 구조이므로 반드시 함께 안내할 것. ※ 출처 구분: 제공된 여객선 무장애 편의정보(출입구 경사로·선내 장애인 화장실)는 '마라도' 여객선 건임. 운진항 출항·운항사가 겹쳐도 선박이 다르면 사양이 다르므로 가파도행은 별도 확인 필요,FIX43,열린관광 무장애 편의정보 반영 및 여객선 모순 명시,FIX43,제주올레 공식 코스정보 · 한국관광공사 열린관광(2026-08),,,,,,,
P884,제주올레 10-1코스,correctionHistory,"nan | FIX28: Activity 축 모순 해소 | FIX37: 난이도 오기재 정정, UNAVAILABLE→CONDITIONAL | FIX42: 공식 휠체어 코스 10개 체계 등재 — 전 구간 코스","nan | FIX28: Activity 축 모순 해소 | FIX37: 난이도 오기재 정정, UNAVAILABLE→CONDITIONAL | FIX42: 공식 휠체어 코스 10개 체계 등재 — 전 구간 코스 | FIX43: 열린관광 편의정보 반영, 여객선 모순 명시",FIX43,열린관광 무장애 편의정보 반영 및 여객선 모순 명시,FIX43,제주올레 공식 코스정보 · 한국관광공사 열린관광(2026-08),,,,,,,
P884,제주올레 10-1코스,mobilityCaveat,"가파도 4.2km 순환 코스는 완만한 경사로 전 구간 휠체어 통행이 가능하고, 섬 안에 장애인 전용주차 2면과 장애인 화장실이","가파도 4.2km 순환 코스는 완만한 경사로 전 구간 휠체어 통행이 가능하고, 섬 안에 장애인 전용주차 2면과 장애인 화장실이",FIX44,2022 실제 승선 시도 기록 반영 — '선적 가능' 표현이 자력 승선으로 오해될 소지,FIX44,서귀포신문 2022-12-21 (2022-10 실제 승선 시도 기록),,,,,,,
P884,제주올레 10-1코스,companionRequired,UNKNOWN,Y,FIX44,승선·선내이동·하선·섬내 이동 전 단계에서 동행자 도움 필요,FIX44,서귀포신문 2022-12-21 (2022-10 실제 승선 시도 기록),,,,,,,
P884,제주올레 10-1코스,activityEvidence,"제주올레 공식 코스정보 — 4.2km · 1~2시간 · 난이도 하 · 완만한 경사, 전 구간 휠체어 이용 가능. 한국관광공사 ","제주올레 공식 코스정보 — 4.2km · 1~2시간 · 난이도 하 · 완만한 경사, 전 구간 휠체어 이용 가능. 한국관광공사 ",FIX44,1차 기록 근거 추가,FIX44,서귀포신문 2022-12-21 (2022-10 실제 승선 시도 기록),,,,,,,
