placeId,name,categoryMain,categoryMid,categorySub,placeType,placeKind,placeRank,mainActivity,functionTags,roadAddress,jibunAddress,latitude,longitude,indoorOutdoor,indoorOutdoorCode,capacity,parkingCapacity,publicFacilities,accidentSummary1km,accidentSummaryNews,isIsland,islandName,ferryPort,ferryMinutes,halfDayRequired,feeGeneral,feeDisabled,openHours,closedDays,durationMin,homepage,eventStatus2026,eventMonthStart,eventMonthEnd,eventDate2026,eventScheduleConfidence,eventPeriodNote,recommendable,recommendExcludeReason,ferryTrips,islandAccessNote,facilityNature,note
P601,온평리포구,자연관광,해양,포구경관,Area,AREA,LOCAL,경관감상,"해안경관,자연",제주특별자치도 제주시 조천읍 교래3길 98,제주특별자치도 서귀포시 성산읍 온평리,33.431718,126.674669,실외,OUTDOOR,600,UNKNOWN,화장실+음료대+유도 및 안내시설,"낙상(49), 교통사고(32), 추락(8)",미상(1): 해양사고(1) / 종사자(선원)(1): 해양위험(1),UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,소개: 전통 등대인 ‘도대’가 남아있는 온평리 마을의 포구다. 제주올레 2코스는 성산의 광치기 해변을 시작으로 다양하고 색다른 매력적인 길들을 따라 걷는 코스다. 코스의 종점이자 3코스의 시작점이기도 한 온평포구는 과거에는 주민들의 터전으로 자리했지만· 현재는 서쪽에 규모가 조금 더 큰 항을 만들어 현재는 올레길을 찾아오는 올레... / 자료기준: 2022-12-01
P602,웃세오름(누운오름),자연관광,산·오름,오름,Area,AREA,RELATED·LOCAL,등반·트레킹,"오름,전망",제주특별자치도 제주시 애월읍 1100로 1579-25,제주특별자치도 제주시 애월읍 광령리 산183-4,33.3598487,126.4607315,실외,OUTDOOR,3000,0,대피소+공중화장실+샘터,"교통사고(39), 낙상(5), 기타 둔상(3)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,소개: 한라산 정상밑에 서쪽으로 웃세오름 대피소주변에 영실등산 코스를 따라서 3개의 오름이 서로 이어져 있는데· 이 오름들은 1100고지 부근의 세오름(삼형제오름)에 비해 위쪽에 있다고 하여 웃세오름(일명 윗세오름)이라고 부른다 웃세오름은 각각 독자적인 호칭을 가지고 있는데· 위로 부터 남사면에 붉은 흙이 드러나 있는 것이 붉은... / 자료기준: 2022-12-01
P603,월대천,자연관광,지질·특수자원,하구·협곡,Area,AREA,LOCAL,경관감상,"자연경관,물",도로명주소 미보유,제주특별자치도 제주시 외도이동 2551,33.286325,126.171649,실외,OUTDOOR,1000,UNKNOWN,공중화장실(9동)+구급함+안내소,"교통사고(7), 열상(3), 낙상(2)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,소개: 월대천은 바다와 한라산 계곡물이 만나는 곳으로 사계절 시원하고 맑은 물이 흘러 여름철 피서지로 유명하다 270여년된 해송과 팽나무가 물 위로 휘늘어져 선경을 자아내는 곳이다 제주시 숨은 비경 31곳 중 하나로 선정되었고 아름다운 자연경관을 감상할 수 있고 하천 옆에 산책로가 있어 산책하기 좋다 / 자료기준: 2022-12-01
P604,월라봉(효돈),자연관광,산·오름,오름,Area,AREA,LOCAL,등반·트레킹,"오름,전망",도로명주소 미보유,제주특별자치도 서귀포시 신효동 1207-1,33.268023,126.602726,실외,OUTDOOR,600,UNKNOWN,주차장,UNKNOWN,,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,소개: 서귀포시에 위치한 신효동이 다른 마을보다 따뜻할 수 있는 이유는 바로 월라봉이 있기 때문이다 상효동과 신효동의 경계에 위치한 월라봉은 차가운 서북풍을 막아주는 역할을 한다. 3개의 봉우리로 이루어진 월라봉은 다양한 경로로 오를 수 있고 월라봉 중턱에 위치한 감귤박물관에 차를 세우고 산책로를 따라 걸으면 서포제동산과 전망대... / 자료기준: 2022-12-01
P605,월평포구,자연관광,해양,포구경관,Area,AREA,LOCAL,경관감상,"해안경관,자연",제주특별자치도 서귀포시 말질로 462,제주특별자치도 서귀포시 월평동 665-9,33.234332,126.463463,실외,OUTDOOR,300,10,주차장,"교통사고(8), 동물/곤충(1)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,소개: 월평포구는 달빛을 품은 작고 아름다운 포구로 1980년대에까지만 해도 태우와 풍선이 있었으며 마을 사람들은 동물개· 동물포구라고도 불렀다. 월평포구는 오목하게 들어온 작은 연못 같은 포구로 올레꾼들이 좋아하는 장소· 월평마을에 위치한 작고 아름다운 포구인 월평포구는 제주도 내 포구 중 제일 작은 포구로 작은 고깃배 4~5... / 자료기준: 2022-12-01
P606,윗세오름(웃세오름),자연관광,산·오름,오름,Area,AREA,RELATED·LOCAL,등반·트레킹,"오름,전망",도로명주소 미보유,제주특별자치도 제주시 애월읍 광령리 산 183-1,33.370172,126.48197,실외,OUTDOOR,3000,UNKNOWN,주차장,"교통사고(39), 낙상(5), 기타 둔상(3)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,소개: 제주에서 한라산을 제외하고 가장 높은 오름 으로써 어리목· 영실· 돈내코 탐방로와 연결되어 있으며 윗세오름은 3개의 오름을 통칭하는데 윗세오름 휴게서와 백록담 사이에 붉은오름· 휴게소에서 영실코스방향으로 누운오름· 민오름과 백록담 동남벽을 전망할 수 있는 전망대가 서치된 족은오름을 통칭한다. / 자료기준: 2022-12-01
P607,유건에오름,자연관광,산·오름,오름,Area,AREA,LOCAL,등반·트레킹,"오름,전망",도로명주소 미보유,제주특별자치도 서귀포시 성산읍 난산리 2302,33.413593,126.84679,실외,OUTDOOR,500,UNKNOWN,주차장,"교통사고(3), 낙상(3), 열상(2)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,소개: 유건에 오름은 북쪽과 서쪽의 봉우리가 이어져 1km의 능선을 이루고 있는 오름이다. 산 모양이 유생들이 쓰는 유건처럼 생겼다 하여 유건이오름이라 부른다고 하나 이 역시 한자 표기도 볼 수 있어 산명 자체가 분명치 않으며 그 어원도 미상이다. / 자료기준: 2022-12-01
P608,은월봉,자연관광,산·오름,오름,Area,AREA,LOCAL,등반·트레킹,"오름,전망",도로명주소 미보유,제주특별자치도 서귀포시 성산읍 난산리 2302,33.413593,126.84679,실외,OUTDOOR,500,UNKNOWN,주차장,"교통사고(3), 낙상(3), 열상(2)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,소개: 은월봉(隱月峰)· 은월악(隱月岳)· 능달악(凌達岳)· 은돌이오름· 윤드리오름· 눈드리오름· 은달이오름를 비롯해 많은 별칭이 있는데 그 수를 정확히 파악할 수 없으며 명칭의 유래도 정확히 알 수 없다. 높이 179.6m· 둘레 2·049m· 총면적 20만 9307㎡ 규모의 기생 화산으로 북동쪽으로 넓게 입구가 벌어진 말굽형... / 자료기준: 2022-12-01
P609,이달봉,자연관광,산·오름,오름,Area,AREA,LOCAL,등반·트레킹,"오름,전망",도로명주소 미보유,제주특별자치도 서귀포시 성산읍 난산리 2302,33.413593,126.84679,실외,OUTDOOR,800,UNKNOWN,주차장,"교통사고(3), 낙상(3), 열상(2)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,소개: 촛대봉과 함께 2개의 봉우리로 되어있는 이달봉은 들불축제로 유명한 새별 오름과 이웃해있으며 촛대봉과는 쌍둥이 화산체로 아름다운 선을 자랑한다. 이달봉은 119m인데 촛대봉보다 30m 이상이 높고 오르는 데는 10에서 20분 정도 걸리며 사이사이에 산불감시 초소가 많이 있다. 이달봉에는 소나무와 삼나무가 자라고 있고 탐방로... / 자료기준: 2022-12-01
P610,이승이오름(이승악),자연관광,산·오름,오름,Area,AREA,LOCAL,등반·트레킹,"오름,전망",도로명주소 미보유,제주특별자치도 서귀포시 남원읍 신례리 산 12-19,33.3147529,126.6310896,실외,OUTDOOR,1200,UNKNOWN,주차장,"교통사고(36), 낙상(27), 기타 둔상(9)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,소개: 이승이오름은 살쾡이를 닮아서 이승이란 이름을 갖게 되었지만 정확한 생김새를 확인하기는 수월치 않다. 능선에 울창하게 자라난 나무들 때문이다. 이런 모습은 제주특별자치도 오름에서 흔히 볼 수 있는 모습으로 주차장에 차를 세우고 이승이오름 갈림길에 들어서면 이승이오름 순환 코스· 수악길· 신례공동목자응로 갈라지는 길의 이정표... / 자료기준: 2022-12-01
P611,자배봉(자배오름·망오름),자연관광,산·오름,오름,Area,AREA,LOCAL,등반·트레킹,"오름,전망",도로명주소 미보유,제주특별자치도 서귀포시 남원읍 위미리 133-1,33.274125,126.6857332,실외,OUTDOOR,1178,UNKNOWN,주차장,"교통사고(147), 낙상(102), 기타 둔상(25)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,소개: 남원읍 위미리 대성동 중산간도로변에 접해 있는 오름으로· 오름 동쪽자락으로 난 길을 따라가면 북쪽기슭에 표고버섯 재배지로부터 정상의 분화구까지 오를 수 있다. 오름 북쪽정상에는 가시덤불속에 팽나무(폭낭) 한그루가 서 있고· 그 안에는 넓고 깊은 깔때기형 굼부리가 그 위용을 자랑한다. 북쪽봉우리와 남쪽봉우리가 뚜렷하고 남서... / 자료기준: 2022-12-01
P612,저지오름(닥몰오름·새오름),자연관광,산·오름,오름,Area,AREA,LOCAL,등반·트레킹,"오름,전망",도로명주소 미보유,제주특별자치도 제주시 한경면 저지리 산 51,33.333008,126.25095,실외,OUTDOOR,3298,UNKNOWN,주차장,"낙상(9), 기타 둔상(5), 교통사고(2)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,소개: 오름은 제주특별자치도 여행의 필수 코스 중 하나로 자리 잡았다. 그중 제주올레 13코스의 종점에 위치한 저지오름은 많은 사람들이 찾는 만큼 아름다운 풍경을 자랑하는 오름 중 한 곳이며· 2005년에는 생명의숲으로 지정되었고· 2007년 제8회 아름다운 숲 전국대회에서 대상(생명상)을 받았다. 저지오름은 그전까지는 '닥몰오... / 자료기준: 2022-12-01
P613,절물오름(큰대나),자연관광,산·오름,오름,Area,AREA,LOCAL,등반·트레킹,"오름,전망",제주특별자치도 제주시 명림로 584 일대,제주특별자치도 제주시 봉개동 산 78-1,33.433804,126.62747,실외,OUTDOOR,1000,UNKNOWN,주차장,"낙상(24), 교통사고(22), 추락(2)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,소개: 절물오름은 제주시 절물자연휴양림으로 널리 알려져 있는 오름으로· 오름 북쪽기슭을 끼고 절물휴양림이 조성되어 있어서 동부산업도로에서 명도암길로 쉽게 접근이 가능하며 절물약수터(샘물)로 유명하다. 이 오름은 두 봉우리로 이루어져 있으며 큰봉우리를 큰대나오름· 작은봉우리를 족은대나오름이라고 부르고 있다. 오름 동사면에는 원형의... / 자료기준: 2022-12-01
P614,절부암,자연관광,지질·특수자원,자연경관,Area,AREA,LOCAL,경관감상,자연경관,제주특별자치도 제주시 한경면 용수3길 22,제주특별자치도 제주시 한경면 용수리 4241-5,33.323613,126.166949,실외,OUTDOOR,400,20,공용주차장,"교통사고(16), 낙상(8), 동물/곤충(4)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,소개: 절부암은 제주올레 13코스 한경해안도로 용수포구 언덕동산에 자리한 곳으로· 앞에는 잔잔한 호수처럼 생긴 바다 입구가 보인다. 사철나무· 후박나무· 동백나무· 포나무 등의 난대식물이 울창하게 군락을 이루고 있는 모습이 보는 이들에게 제주의 자연에 가까워진 듯한 느낌을 준다. 난대식물 이외에도 환경부 지정 멸종위기 야생생물... / 자료기준: 2022-12-01
P615,정물오름,자연관광,산·오름,오름,Area,AREA,LOCAL,등반·트레킹,"오름,전망",도로명주소 미보유,제주특별자치도 제주시 한림읍 금악리 산 52-1,33.33764,126.33035,실외,OUTDOOR,1200,UNKNOWN,주차장,"교통사고(48), 낙상(22), 기타 둔상(4)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,소개: 정물오름의 명칭은 오름 앞에 있는 정물샘의 이름에서 따왔다. 제주도는 전국의 연평균 강수량에 비해 훨씬 많은 강수량에도 불구하고 마실 물이 귀했다. 특히· 중산간 지역에서 식수를 구하는 것은 더욱 어려워서 귀하게 여겼는데· 식수로 사용할 수 있던 물 중의 한 곳이 정물샘이다. 이 샘은 물이 깨끗하고 양이 많아 이곳에서 꽤... / 자료기준: 2022-12-01
P616,정월오름,자연관광,산·오름,오름,Area,AREA,LOCAL,등반·트레킹,"오름,전망",도로명주소 미보유,제주특별자치도 제주시 한림읍 금악리 산 52-1,33.33764,126.33035,실외,OUTDOOR,200,UNKNOWN,주차장,"교통사고(48), 낙상(22), 기타 둔상(4)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,소개: 정월오름은 북쪽으로 터진 말굽형 오름이지만 등성이가 북에서 두 가닥으로 좁게 모아져서 원형처럼 보일 정도로 둥그렇다. 올라가다보면 느지리오름과 밝은오름이 보인다. 소나무 사이로 비양도도 보인다. 굼부리 건너 맞은편 등성이 뒤로 느지리와 금악오름이 뚜렷하다. / 자료기준: 2022-12-01
P617,정의읍성,문화·전시,역사·문화유산,역사유적,Place,SPOT,LOCAL,관람,"역사문화,문화유산",도로명주소 미보유,제주특별자치도 서귀포시 표선면 성읍리 3294,33.39002,126.795239,실외,OUTDOOR,2000,UNKNOWN,주차장,"낙상(31), 교통사고(19), 기타 둔상(5)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,소개: 약 500년 동안 제주도 행정구역의 하나로서 정의현의 도읍지인 정의고을에 있는 성이다. 제주도는 1416년(태종 16) 이래 섬의 방어를 탄탄히 하기 위하여 그 행정구역이 제주목·대정현·정의현 등으로 나누어져 왔다. 곧· 한라산 북쪽인 지금의 제주시는 제주목이었고· 산의 남쪽인 서귀포시는 둘로 나누어져 그 동쪽은 대정현·... / 자료기준: 2022-12-01
P618,제주다원 녹차미로공원,자연관광,숲·공원,테마정원,Area,AREA,LOCAL,산책·생태관람,"정원,산책",제주특별자치도 서귀포시 산록남로 1246,제주특별자치도 서귀포시 색달동 산52,33.292481,126.42089,실외,OUTDOOR,600,50,공용주차장+화장실(2동),"낙상(104), 교통사고(45), 기타 둔상(38)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,소개: 제주다원녹차테마파크는 한라산 해발 500m 청정 지역인 제 2산록도로 1115번 도로상에 위치하고 있으며· 1996년에 조성한 제주도 민간 제1호 5만여평의 녹차 다원으로 년간 5만 여명의 관광객이 다녀간다. 제주다원녹차테마파크 전망대에서 바라본 풍경은 서귀포 70경 중 제 1경이라 할 만큼 아름답다. 서쪽으로는 서귀포... / 자료기준: 2022-12-01
P619,제주올레 12코스,자연관광,트레일·산책로,올레길,Area,AREA,RELATED·LOCAL,산책·트레킹,"도보,올레길",도로명주소 미보유,제주특별자치도 서귀포시 대정읍 신도리 2883-2,33.286325,126.171649,실외,OUTDOOR,4000,UNKNOWN,공중화장실(9동)+구급함+안내소,"교통사고(7), 열상(3), 낙상(2)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,소개: 제주올레 12코스는 제주자연생태문화체험골 입구에서부터 용수포구 절부암 앞까지 이어진다. 17.1km 길로 약 5~6시간이 소요된다. 폐교에서 도예관으로 변신한 산경도예에서 도자기와 작품을 구경할 수 있다. 지역주민들을 위한 교육과 체험학습도 진행된다. / 자료기준: 2022-12-01
P620,제주올레 13코스,자연관광,트레일·산책로,올레길,Area,AREA,RELATED·LOCAL,산책·트레킹,"도보,올레길",도로명주소 미보유,제주특별자치도 제주시 한경면 조수리 2137-2,33.328831,126.21221,실외,OUTDOOR,4000,UNKNOWN,공중화장실(3동)+구급함+안내소,"교통사고(1), 열상(1), 동물/곤충(1)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,소개: 제주올레 13코스는 용수포구 절부암 앞에서 시작하여 저지예술정보화마을까지 이어진 14.8km의 길로 약 4~5시간 소요되며· 바다에서 시작하지만 한라산을 향하며 제주특별자치도 서부 깊숙한 곳까지 이른다. / 자료기준: 2022-12-01
P621,제주올레 14코스,자연관광,트레일·산책로,올레길,Area,AREA,RELATED·LOCAL,산책·트레킹,"도보,올레길",도로명주소 미보유,제주특별자치도 제주시 한림읍 월령리 산 9-15,33.371229,126.224845,실외,OUTDOOR,4500,UNKNOWN,공중화장실(6동)+구급함+안내소,"낙상(10), 교통사고(3), 동물/곤충(3)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,소개: 제주올레14코스는 저지 예술 정보화 마을부터 한림항까지 이어지며· 약 18.9km의 길로 6~7시간 정도 소요된다. 중간에 '오시록헌 농로'에 도착한다. ‘오시록헌’은 아늑하다는 뜻의 제주어다. 끝없이 펼쳐지는 푸른 밭과 돌담들을 보면 그 뜻을 느낄 수 있다. / 자료기준: 2022-12-01
P622,제주올레 2코스,자연관광,트레일·산책로,올레길,Area,AREA,RELATED·LOCAL,산책·트레킹,"도보,올레길",도로명주소 미보유,제주특별자치도 서귀포시 성산읍 고성리 1402-1,33.433671,126.897301,실외,OUTDOOR,4000,UNKNOWN,공중화장실(5동)+구급함+안내소,"낙상(94), 교통사고(37), 기타 둔상(20)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,소개: 제주올레 2코스는 광치기해변부터 온평포구까지 약 4~5시간 걸을 수 있는 14.5km 거리의 코스다. 광치기해변을 시작으로 내수면 둑방길을 넘어가면 식산봉이 나온다. 식산봉은 55m의 낮은 오름이며 등산길이 잘 되어있고 험난하지 않아 금세 정상에 갈 수 있다. / 자료기준: 2022-12-01
P623,제주올레 3코스,자연관광,트레일·산책로,올레길,Area,AREA,RELATED·LOCAL,산책·트레킹,"도보,올레길",도로명주소 미보유,제주특별자치도 서귀포시 표선면 하천리 871,33.3575255,126.8327766,실외,OUTDOOR,5000,UNKNOWN,공중화장실(7동)+구급함+안내소,"교통사고(7), 낙상(4), 기타 둔상(3)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,소개: 제주올레 3코스는 온평포구를 시작으로 표선해비치해변까지의 코스다. 시작점을 지나면 A코스와 B코스로 나뉜다. A코스는 약 20km로 6~7시간 정도 걸린다. 통 모양을 닮은 통오름에서 야생화와 방목 말을 볼 수 있다. 특히 가을에는 억새꽃 풍경이 아름답다. 통오름을 내려와 도로를 따라가면 금세 독자봉이 나오는데· 통오름과... / 자료기준: 2022-12-01
P624,제주올레 4코스,자연관광,트레일·산책로,올레길,Area,AREA,RELATED·LOCAL,산책·트레킹,"도보,올레길",도로명주소 미보유,제주특별자치도 서귀포시 남원읍 태흥리 2002,33.299872,126.753596,실외,OUTDOOR,4500,UNKNOWN,공중화장실(7동)+구급함+안내소,"교통사고(15), 낙상(10), 열상(1)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,소개: 제주특별자치도 올레 4코스는 표선에서 남원 사이를 지난다. 총 23.6km로 걷는 시간은 약 6~7시간정도 소요된다. 다른 올레길에 비해서 난도가 높은 편이다. 가장 긴 코스로 오름과 해안도로를 포함한다. 코스에 포함된 가마리 해녀올레는 ‘세계 최초의 전문직 여성’인 제주특별자치도 해녀의 삶을 여실히 보여준다. / 자료기준: 2022-12-01
P625,제주특별자치도 도립미술관,문화·전시,전시시설,미술관,Place,SPOT,GENERAL,관람,"문화,전시",제주특별자치도 제주시 1100로 2894-78,제주특별자치도 제주시 연동 680-7,33.45921,126.48759,실내+실외,MIXED,1187,100,주차장,"낙상(141), 교통사고(71), 상해(32)",,UNKNOWN,,,,,5000,무료,09:00~18:00,"월요일, 신정, 설연휴, 추석연휴",1시간~1시간30분,,UNKNOWN,,,,,,Y,,,,,소개: 제주도립미술관은 제주도 같이 물 위에 떠있는 모습으로 설계되었다. 미술관을 둘러싼 물 그림자에 미술관과 자연풍경이 함께 담겨 그 자체로 예술 작품이 된다. 제주를 대표해 제주특별자치도 사람들의 삶과 문화· 예술을 담아내는 전시가 꾸준히 열린다. / 자료기준: 2022-12-01
P626,종달리전망대,자연관광,지질·특수자원,자연경관,Area,AREA,LOCAL,경관감상,자연경관,제주특별자치도 제주시 구좌읍 해맞이해안로 2196,제주특별자치도 제주시 구좌읍 종달리 425,33.50354,126.912749,실외,OUTDOOR,248,30,주차장,"교통사고(29), 낙상(11), 기타 둔상(3)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,소개: 종달리 전망대는 종달리해안도로에서 해안방향의 높은 언덕 위에 흡사 배의 갑판처럼 보이는 모양으로 세워져 있다. 동쪽으로는 성산일출봉· 서쪽으로는 토끼섬· 앞바다에는 제주특별자치도 섬 안의 섬 중 가장 유명한 우도를 한 눈에 볼 수 있다. 망원경도 설치되어 있어· 멀리 있는 전경들을 더욱 가까이에서 마주할 수도 있다. 파란... / 자료기준: 2022-12-01
P627,진빌레 밭담길,자연관광,트레일·산책로,트레일,Area,AREA,RELATED·LOCAL,산책·트레킹,"도보,트레킹",제주특별자치도 제주시 구좌읍 월정서로 169,제주특별자치도 제주시 구좌읍 월정리 1400-45,33.562599,126.779229,실외,OUTDOOR,1609,20,공중화장실+주차장,"낙상(26), 교통사고(25), 열상(8)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,소개: 진빌레 밭담길은 구좌읍 월정리에 위치한다. 제주특별자치도 농촌 문화 체험과 지역 홍보를 위해 조성되었다. 제주특별자치도 전역의 밭담은 2014년 FAO 세계중요농업유산으로 등재되었다. / 자료기준: 2022-12-01
P628,천아숲길 천아계곡,자연관광,트레일·산책로,숲길트레일,Area,AREA,RELATED·LOCAL,산책·트레킹,"도보,숲길",도로명주소 미보유,제주특별자치도 제주시 애월읍 봉성리 산 1,33.3542696,126.4230097,실외,OUTDOOR,1200,20,주차공간+공용화장실,"교통사고(19), 낙상(13), 기타 둔상(7)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,소개: 천아숲길은 돌오름에서 천아수원지까지 10.9km의 구간으로· 중간에 돌오름· 노로오름· 천아오름 등이 분포하고 있다. 숲길을 들어가는 초입에서 천아계곡에 맞딱뜨리는데· 가을에는 이 계곡의 단풍이 빼어나게 아름다워 많은 이들이 단풍 구경을 하기 위해 찾는다. 숲 길은 이 계곡을 건너야 하기 때문에 우천 후 2일 간은 안정상... / 자료기준: 2022-12-01
P629,청수곶자왈,자연관광,숲·공원,곶자왈숲,Area,AREA,RELATED·LOCAL,산책·생태관람,"숲,생태",제주특별자치도 제주시 한경면 대한로 1036,제주특별자치도 제주시 한경면 청수리 산4,33.317565,126.2476736,실외,OUTDOOR,1000,10,공용주차장+화장실,"교통사고(7), 낙상(3), 말달구지(2)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,소개: 청수 곶자왈은 한경-안덕 곶자왈의 중심부에 속한다. 곶자왈이란 ‘곶’과 ‘자왈’의 합성어로 된 고유 제주어로서· 곶은 숲을 뜻하고· 자왈은 표준어로 ‘덤불에 해당한다. 청수곶자왈은 제주도 내 최대 운문산 반딧불이 서식지이다. 그만큼 생태 숲이 청정하게 유지되고 있다. / 자료기준: 2022-12-01
P630,추자도등대,자연관광,해양,해안경관,Area,AREA,LOCAL,경관감상,"해안경관,자연",제주특별자치도 제주시 추자면 영흥4길 43,제주특별자치도 제주시 추자면 영흥리 75,33.955172,126.296823,실외,OUTDOOR,300,3,공중화장실+주차장,"낙상(6), 물(2), 기타 둔상(1)",,Y,추자도,제주항,60.0,Y,,,,,,,UNKNOWN,,,,,,Y,,1일 2~3회,여객선 필수 — 풍랑특보 시 결항. 방문 전 운항 확인 필요,,소개: 추자도 등대는 제주특별자치도 해협과 부산· 목포 등 내륙을 오가는 여객선과 화물선 그리고 동중국해를 항해하는 선박들의 안전한 밤길을 인도하는 역할을 한다. / 자료기준: 2022-12-01
P631,추자연도교,자연관광,해양,해안경관,Area,AREA,LOCAL,경관감상,"해안경관,자연",도로명주소 미보유,제주특별자치도 제주시 추자면 영흥리 97-3,33.952692,126.304051,실외,OUTDOOR,500,5,공중화장실(수장공원)+공용주차장,"낙상(6), 물(2), 기타 둔상(1)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,소개: 추자 연도교는 상추자도와 하추자도를 잇는다. 1972년 완공하였으나· 골제를 실은 트럭이 통행하다가 다리가 무너지는 바람에 1995년 다시 공사를 진행하여 총길이 212m· 폭 8.6m로 완공된 다리이다. / 자료기준: 2022-12-01
P632,큰노꼬메오름,자연관광,산·오름,오름,Area,AREA,LOCAL,등반·트레킹,"오름,전망",도로명주소 미보유,제주특별자치도 제주시 애월읍 유수암리 산 138,33.388609,126.411236,실외,OUTDOOR,1000,40,주차장+화장실(1동),"교통사고(19), 낙상(14), 열상(4)","관광객(2): 시설/차량충돌(1), 길잃음(1) / 지역주민(3): 미끄럼/낙상(1), 길잃음(1), 비포장노면(1)",UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,소개: 노꼬메큰오름은 제주특별자치도 북서쪽 중산간에 자리 잡고 있으며 바로 옆에 노꼬메족은오름이 나란히 서 있다. 높고 뾰족한 오름이 노꼬메큰오름이고 그 옆의 낮은 오름이 노꼬메족은오름이다. 노꼬메큰오름은 해발 800m의 높이와 가파른 사면을 이루고 두 개의 봉우리를 품고 있는 큰 화산체다. 북쪽의 봉우리가 주봉으로 정상이고 화... / 자료기준: 2022-12-01
P633,큰바리메오름,자연관광,산·오름,오름,Area,AREA,LOCAL,등반·트레킹,"오름,전망",제주특별자치도 제주시 애월읍 산록서로 15,제주특별자치도 제주시 애월읍 어음리 산3,33.3902393,126.3754245,실외,OUTDOOR,800,44,주차장+화장실,"교통사고(41), 낙상(17), 기타 둔상(6)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,소개: 바리미오름은 해발 763m이며 오름의 형상은 원형이다. 오름의 모양이 바리를 닮았다고 하여 지어진 이름이다. 바리는 제주도에서 여성들의 밥그릇으로 사용된 그릇이다. 정상부의 분화구(굼부리)는 둘레가 130m이고 깊이는 78m이며 전형적인 분화구의 모습을 잘 간직하고 있는 곳이다. 오름의 서쪽으로는 완만한 경사지로 목장이... / 자료기준: 2022-12-01
P634,큰사슴이오름(대록산),자연관광,산·오름,오름,Area,AREA,LOCAL,등반·트레킹,"오름,전망",도로명주소 미보유,제주특별자치도 서귀포시 표선면 가시리 산 68,33.3914831,126.7449428,실외,OUTDOOR,2000,200,주차장+화장실(1동),"낙상(14), 교통사고(9), 기타 둔상(3)",,UNKNOWN,,,,,,,,,,,UNKNOWN,,,,,,Y,,,,,소개: 큰사슴이오름은 소록산과 자락을 맞대어 있다. 형태는 전반적으로 가파르고 둥근 산체에 동서로 다소 퍼져있으며· 정상부의 동서 봉우리 사이에 둥그렇게 패어있는 원형 화구를 갖는 화산체이다. 화구 안사면에는 해송· 삼나무 등 잡목으로 숲을 이루면서 정상부로 양지바른 곳에는 진달래가 식생하고· 지형 지세가 마치 사슴과 비슷하다고... / 자료기준: 2022-12-01
