accidentId,placeId,roadId,locationType,locationText,articleText,date,visitMonth,season,timeSlot,weather,crowdLevel,hazardType,victimType,severity,accessibility,risk_id,latitude,longitude,tempMax,tempMin,windSpeed,rainfall,airTemp,humidity,source,sourceDetail,newsPlaceCode,matchType
AE_NEWS_0330,P425,RS_1100,PLACE,1100고지(휴게소),1100고지 휴게소에서 등산객 15명이 고립됐다 구조,2022-12-23,12월,겨울,시간불명,폭설,,기상,불특정다수,RESCUED,,RP_SNOW_01,33.3577959,126.4624949,,,,,,,news,"동아일보, https://www.donga.com/news/Society/article/all/20221223/117127190/1",P458,PARTIAL
AE_NEWS_0331,P743,RS_1100,PLACE,1100고지습지,1100도로에서 1톤 트럭과 반대로 달리던 자전거 운전자 충돌,2025-09-10,9월,가을,오전,,,교통위험,,SEVERE,,RP_TRAFFIC_01,33.3575,126.46292,,,,,,,news,"제주의소리, https://www.jejusori.net/news/articleView.html?idxno=439458",P459,EXACT
AE_NEWS_0332,P743,RS_1100,PLACE,1100고지습지,1100고지 휴게소 인근에서 원인불명의 렌터카 단독사고가 발생,2024-12-14,12월,겨울,오후,,,교통위험,불특정다수,SEVERE,,RP_TRAFFIC_01,33.3575,126.46292,,,,,,,news,"삼다일보, https://www.samdailbo.com/news/articleView.html?idxno=238301",P459,EXACT
AE_NEWS_0333,P427,,PLACE,수산저수지,애월읍 수산저수지 인근 도로에서 차량 두대 정면 충돌,2026-04-08,4월,봄,오전,,,교통위험,불특정다수,SEVERE,,RP_TRAFFIC_01,33.473469,126.386968,,,,,,,news,"제주매일, https://www.jejumaeil.net/news/articleView.html?idxno=357215",P462,EXACT
AE_NEWS_0334,P427,,PLACE,수산저수지,인근에서 음주운전으로 승용차가 가로등을 들이받아 멈춘 뒤 이를 피하던 차량들도 연쇄추돌,2025-01-02,1월,겨울,야간,,,음주/시설/인프라(교통위험),불특정다수,PROPERTY,,RP_TRAFFIC_01,33.473469,126.386968,,,,,,,news,"헤드라인제주, https://www.headlinejeju.co.kr/news/articleView.html?idxno=560736",P462,EXACT
AE_NEWS_0335,,,UNRESOLVED,조천함덕해안도로,차량이 도로를 이탈해 갯바위로 추락하면서 동승자가 다쳐 병원으로 이송됨,2025-07-02,7월,여름,야간,,,교통위험,,SEVERE,,RP_TRAFFIC_01,33.54274,126.66908,,,,,,,news,"제주매일, https://www.jejumaeil.net/news/articleView.html?idxno=347996",P464,
AE_NEWS_0336,P433,,PLACE,김녕요트투어,배터리 방전으로 요트가 바람에 밀려 암초에 좌초,2026-05-31,5월,봄,오후,,,해양사고,,RESCUED,,RP_DROWN_01,33.55823,126.73727,,,,,,,news,"제민일보, https://www.jemin.com/news/articleView.html?idxno=838247",P469,EXACT
AE_NEWS_0337,P437,,PLACE,민오름(봉개동),민오름 인근에서 길을 잃은 고사리 채취객이 구조됨,2026-04-29,4월,봄,오전,,,길 잃음,지역주민,RESCUED,,,33.35019,126.67713,,,,,,,news,"KCTV제주방송, https://www.kctvjeju.com/news/view.kctv?article=k242271&broadcast_date=20260429",P474,PARTIAL2
AE_NEWS_0338,P438,,PLACE,법환포구,서귀포시 법환동 가로수 쓰러짐,2025-03-03,3월,봄,오전,강한바람,,강한바람,피해없음,NONE,,,33.237225,126.515758,,,,,,,news,"노컷뉴스, http://nocutnews.co.kr/news/6301836?utm_source=naver&utm_medium=article&utm_campaign=20250303052059",P475,EXACT
AE_NEWS_0339,P438,,PLACE,법환포구,법환포구 연안에서 노무라입깃해파리 출연율 36.3%,2024-07-28,7월,여름,시간불명,,,노무라입깃해파리,피해없음,NONE,,,33.237225,126.515758,,,,,,,news,"준강뉴스, https://www.joongang.co.kr/article/25266629",P475,EXACT
AE_NEWS_0340,P438,,PLACE,법환포구,"법환포구 일대 바다, 태풍 종다리의 영행으로 높은 파도",2024-08-20,8월,여름,기간불명,태풍,,태풍,피해없음,NONE,,RP_TYPHOON_01,33.237225,126.515758,,,,,,,news,"제주의소리, https://www.jejusori.net/news/articleView.html?idxno=429486",P475,EXACT
AE_NEWS_0341,P438,,PLACE,법환포구,인근 해상에서 지인과 해루질하던 남성이 의식을 잃은 채 발견,2021-12-07,12월,겨울,야간,,,해양(익수위험),,FATAL,,RP_DROWN_01,33.23722868,126.5157103,,,,,,,news,"제주일보, https://www.jejunews.com/news/articleView.html?idxno=2187907",P475,EXACT
AE_NEWS_0342,P438,,PLACE,법환포구,조업 중이던 해녀가 물 밖으로 나오지 않아 심정지 상태로 발견,2024-11-02,11월,가을,오전,,,해양(익수위험),종사자(상인/근로자),FATAL,,RP_DROWN_01,33.23722868,126.5157103,,,,,,,news,"제주일보, https://www.jejunews.com/news/articleView.html?idxno=2214696",P475,EXACT
AE_NEWS_0343,P438,,PLACE,법환포구,술에 취한 사람이 법환포구 인근 방파제에서 3~4m 아래 바다로 뛰어들었다가 구조,2025-05-19,5월,봄,야간,,,음주/해양(익수위험),,RESCUED,,RP_DROWN_01,33.23722868,126.5157103,,,,,,,news,"JIBS 제주방송, https://www.jibs.co.kr/news/articles/articlesDetail/47431?feed=da",P475,EXACT
AE_NEWS_0344,P440,,PLACE,쇠소깍해변,쇠소깍서 물놀이하다 실종됐던 대학생 숨진 채 발견,2025-09-25,9월,가을,오후,,,익수위험,관광객,FATAL,,RP_DROWN_01,33.2575864,126.6188654,,,,,,,news,"서울신문, https://www.seoul.co.kr/news/society/accident/2025/09/25/20250925500013",P477,EXACT
AE_NEWS_0345,P440,,PLACE,쇠소깍해변,쇠소깍 해변서 초등학생 3명 물에 빠져 시민들이 구조,2025-07-29,7월,여름,,,,익수위험,지역주민,RESCUED,,RP_DROWN_01,33.2575864,126.6188654,,,,,,,news,"제주일보, https://www.bigkinds.or.kr/v2/news/newsDetailView.do?newsId=01700401.20250729170524002",P477,EXACT
AE_NEWS_0346,P440,,PLACE,쇠소깍해변,산책로의 조명·난간·데크가 파손으로 어린이가 데크에 걸림 관광객의 발이 데크 구멍에 빠지는 사고가 발생함,2020-11-20,11월,가을,시간불명,,,시설/인프라(안전시설부족),관광객,UNKNOWN,,,33.25217874,126.6231007,,,,,,,news,"헤드라인제주, https://www.headlinejeju.co.kr/news/articleView.html?idxno=433814",P477,EXACT
AE_NEWS_0347,P442,,PLACE,알작지해변,태풍 마이삭의 강풍과 파도로 알작지 일원 해안도로 인도 뒷채움재가 유실,2020-11-02,11월,가을,시간불명,태풍,,시설/인프라(교통위험),,PROPERTY,,RP_TRAFFIC_01,33.49593405,126.4391301,,,,,,,news,"뉴시스, https://www.newsis.com/view/NISX20201102_0001218636",P479,EXACT
AE_NEWS_0348,P443,,PLACE,우도등대,제주 우도 등대 인근서 화재 (원인불명확),2024-12-12,12월,겨울,야간,,,화재위험,,NONE,,RP_FIRE_01,33.493006,126.96496,,,,,,,news,"뉴스1, https://www.news1.kr/local/jeju/5629292",P480,EXACT
AE_NEWS_0349,P443,,PLACE,우도등대,우도 득생곶등대 인근 도로에서 자전거 타던 20대 중국인 넘어짐,2026-04-29,4월,봄,오후,,,교통위험,관광객,MINOR,,RP_TRAFFIC_01,33.493006,126.96496,,,,,,,news,"제주매일, https://www.jejumaeil.net/news/articleView.html?idxno=400417",P480,EXACT
AE_NEWS_0350,P443,,PLACE,우도등대,강풍으로 고압전선이 끊어져 스파크가 발생 우도등대 인근 가구가 정전 피해,2026-02-26,2월,겨울,야간,강풍,,기상(강풍),불특정다수,UNKNOWN,,RP_WIND_01,33.4930556,126.9661667,,,,,,,news,"파이낸셜뉴스, https://www.fnnews.com/news/202602271001279682",P480,EXACT
AE_NEWS_0351,P444,,PLACE,제주추사관,집중호우로 제주추사관 지하 2층 기계실의 배수펌프 전원까지 차단,2023-10-06,10월,가을,시간불명,비,,기상(침수),,PROPERTY,,RP_FLASHFLOOD_01,33.25022,126.27838,,,,,,,news,"KBS뉴스, https://news.kbs.co.kr/news/pc/view/view.do?ncd=7787843",P481,EXACT
AE_NEWS_0352,P446,,PLACE,김녕항,김녕 앞다라서 잠자리가 떼를 지어 출몰,2024-09-11,9월,가을,야간,폭염,,폭염,불특정다수,UNKNOWN,,RP_HEAT_02,33.558016,126.740119,,,,,,,news,"매일신문, https://www.bigkinds.or.kr/v2/news/newsDetailView.do?newsId=01500601.20240911115128001",P483,EXACT
AE_NEWS_0353,P446,,PLACE,김녕항,승용차가 추락해 차량 안에서 발견된 남성이 병원으로 이송,2023-03-05,3월,봄,오전,,,시설/인프라(교통위험),불특정다수,FATAL,,RP_TRAFFIC_01,33.558016,126.740119,,,,,,,news,"제주일보, https://www.jejunews.com/news/articleView.html?idxno=2200996",P483,EXACT
AE_NEWS_0354,P446,,PLACE,김녕항 4(제주국제요트학교),김녕요트학교로 낚시하러 간 남성이 다음 날 김녕항 테트라포드 사이에서 숨진 채 발견,2023-07-10,7월,여름,야간,,,지형/노면(낙상),불특정다수,FATAL,,RP_SLIP_TERRAIN,33.5582604,126.7541486,,,,,,,news,"한라일보, https://s1.ihalla.com/article.php?aid=1688969887744361044",P483,ALIAS2
AE_NEWS_0355,P447,,PLACE,신비의도로,차량이 부딪히는 사고가 일어나 승용차에 타고 있던 40대 여성이 다침,2026-04-22,4월,봄,오전,,,교통위험,,SEVERE,,RP_TRAFFIC_01,33.45116,126.48781,,,,,,,news,"제주매일, https://www.jejumaeil.net/news/articleView.html?idxno=400185",P484,EXACT
AE_NEWS_0356,P459,,PLACE,중문미로파크,음주 렌터카 중앙선 넘어 SUV 들이받아 7명 중경상,2026-05-02,5월,봄,야간,무관,,음주운전,불특정다수,SEVERE,,,33.265065,126.371628,,,,,,,news,"파이낸셜뉴스, https://www.bigkinds.or.kr/v2/news/newsDetailView.do?newsId=02100501.20260502183125001",P496,EXACT
AE_NEWS_0357,P460,,PLACE,추자등대,추자면 등대 인근 테트라포트 30대 여성 추락,2026-02-14,2월,겨울,야간,,,야간위험,지역주민,MINOR,,,33.956789,126.297811,,,,,,,news,"제주뉴스, https://www.jejunews.biz/news/articleView.html?idxno=99505",P497,EXACT
AE_NEWS_0358,P460,,PLACE,추자등대,추자도 다무래미 갯바위서 낚시객 2명 기상불량 고립,2024-10-11,10월,가을,오후,기상악화,,고립,,RESCUED,,,33.956789,126.297811,,,,,,,news,"제주뉴스, http://www.jejunews.biz/news/articleView.html?idxno=86966",P497,EXACT
AE_NEWS_0359,P460,,PLACE,추자등대,복어 먹고 복어독 중독증세 60대 추자도 주민,2025-02-28,2월,봄,야간,무관,,복어,지역주민,SEVERE,,,33.956789,126.297811,,,,,,,news,"제주뉴스, http://www.jejunews.biz/news/articleView.html?idxno=90072",P497,EXACT
AE_NEWS_0360,P460,,PLACE,추자등대,추자도 낚시객 실종,2025-12-04,12월,겨울,오후,기상악화,,,관광객,MISSING,,,33.956789,126.297811,,,,,,,news,"제주뉴스, http://www.jejunews.biz/news/articleView.html?idxno=97515",P497,EXACT
AE_NEWS_0361,P460,,PLACE,추자등대,추자도 묵리항에서 20대 관광객이 얕은 물에 다이빙 시도하다 발목 부상,2025-06-27,6월,여름,오후,,,얕은 물,관광객,MINOR,,,33.956789,126.297811,,,,,,,news,"파이낸셜뉴스, https://www.fnnews.com/news/202506270952176911?utm_source=chatgpt.com",P497,EXACT
AE_NEWS_0362,,RS_PEACE,ROAD,토이파크,서귀포시 안덕면 동광리 평화로에서 차량이 빗길에 미끄러져 도로 연석을 들이받는 사고 발생,2026-05-26,5월,봄,오후,폭우,,미끄럼,지역주민,SEVERE,,RP_RAIN_02,33.30898,126.340273,,,,,,,news,"제주의소리, https://www.jejusori.net/news/articleView.html?idxno=503285",P498,
AE_NEWS_0363,P465,,PLACE,동귀방파제,동귀포구 앞 30m 해상에서 음주한 여성이 물에 빠짐,2021-07-19,7월,여름,야간,,,음주/해양(익수위험),,RESCUED,,RP_DROWN_01,33.4862824,126.4066023,,,,,,,news,"제민일보, http://www.jemin.com/news/articleView.html?idxno=721164",P502,EXACT
AE_NEWS_0364,P467,,PLACE,삼다수숲길 지질트레일 3코스,삼다수 숲길 인근서 자동차 내천에 고립,2024-02-19,2월,겨울,오후,폭우,,폭우,지역주민,RESCUED,,RP_RAIN_02,33.421764,126.666755,,,,,,,news,"중앙일보, https://www.bigkinds.or.kr/v2/news/newsDetailView.do?newsId=01100901.20240219104154001",P504,EXACT
AE_NEWS_0365,P474,,PLACE,피규어뮤지엄제주,"서귀포서 대형트럭, 승용차 등 5대 연쇄 추돌, 14명 중경상",2025-07-31,7월,여름,오전,,,교통위험,불특정다수,SEVERE,,RP_TRAFFIC_01,33.280769,126.356995,,,,,,,news,"전남일보, https://www.bigkinds.or.kr/v2/news/newsDetailView.do?newsId=01600801.20250731140047001",P512,EXACT
AE_NEWS_0366,P476,,PLACE,후포해변,집중호우로 인한 후포해변 인근 도로 침수,2025-08-12,8월,여름,오후,,,침수,불특정다수,UNKNOWN,피해없음,RP_FLASHFLOOD_01,33.9608,126.3033,,,,,,,news,"제주MBC, https://jejumbc.com/NewsArticle/189871",P514,EXACT
AE_NEWS_0367,P479,,PLACE,대평포구,대평포구 인근 해안가에서 관광객이 높은 파도에 넘어짐,2024-07-30,7월,여름,시간불명,,,파고,관광객,MINOR,,RP_WAVE_02,33.2392,126.3626,,,,,,,news,"JIBS뉴스, https://www.jibs.co.kr/news/articles/articlesDetail/40326?feed=na",P517,EXACT
AE_NEWS_0368,P479,,PLACE,대평포구,대평포구 인근 해녀 물질 중 의식없이 바다에 표류,2024-06-23,6월,여름,오전,,,해양(익수·조업 사고),지역주민,FATAL,,RP_DROWN_01,33.2392,126.3626,,,,,,,news,"한라일보, https://www.ihalla.com/article.php?aid=1719103496759058044",P517,EXACT
AE_NEWS_0369,P480,,PLACE,서귀포항,술 취해 비틀거리다 해상 추락 40대 관광객,2024-11-26,11월,겨울,야간,,,야간위험,관광객,RESCUED,,,33.459066,126.439124,,,,,,,news,"제주뉴스, http://www.jejunews.biz/news/articleView.html?idxno=88037",P518,EXACT
AE_NEWS_0370,P480,,PLACE,서귀포항,서귀포 앞바다서 70대 노인 빠져 숨짐,2025-10-20,10월,가을,오후,,,익수위험,지역주민,FATAL,,RP_DROWN_01,33.459066,126.439124,,,,,,,news,"문화일보, https://www.bigkinds.or.kr/v2/news/newsDetailView.do?newsId=01100501.20251020230814001",P518,EXACT
AE_NEWS_0371,P480,,PLACE,서귀포항,서귀포항 동방파제 인근 해상에서 부선이 좌초(원인불명확),2024-11-04,11월,가을,오후,,,해양사고(선박 좌초),종사자(선원),RESCUED,,RP_DROWN_01,33.239783,126.563933,,,,,,,news,"JIBS 제주방송, https://www.jibs.co.kr/news/articles/articlesDetail/42205",P518,EXACT
AE_NEWS_0372,P480,,PLACE,서귀포항,인근에서 60대 남성이 바다에 빠져 심정지 상태로 구조,2023-11-13,11월,가을,야간,,,해양(익수위험),,FATAL,,RP_DROWN_01,33.239783,126.563933,,,,,,,news,"MBC뉴스, https://imnews.imbc.com/news/2023/society/article/6543196_36126.html",P518,EXACT
AE_NEWS_0373,P480,,PLACE,서귀포항,낚시하던 10대가 지인의 말에 8부두까지 수영하려고 입수 빠짐,2023-02-24,2월,겨울,야간,,,해양(익수위험),,RESCUED,,RP_DROWN_01,33.239783,126.563933,,,,,,,news,"매일경제, https://www.mk.co.kr/news/society/10658388",P518,EXACT
AE_NEWS_0374,P485,,PLACE,엉알해안산책로,"70대 제주해녀가 몰던 트럭, 해안가 갯바위로 쾅",2024-02-15,2월,겨울,오전,,,교통위험,지역주민,SEVERE,,RP_TRAFFIC_01,33.306671,126.163997,,,,,,,news,"JIBS뉴스, https://www.jibs.co.kr/news/articles/articlesDetail/37195",P523,EXACT
AE_NEWS_0375,P485,,PLACE,엉알해안산책로,4.9 지진 뒤 엉알길 해변의 높이 20m 화산쇄설층 붕괴해 탐방로가 통제됨,2021-12-15,12월,겨울,오전,지진,,자연환경(낙석),,NONE,,RP_ROCKFALL_01,33.29485,126.162609,,,,,,,news,"연합뉴스, https://www.yna.co.kr/view/AKR20211216098100056",P523,EXACT
AE_NEWS_0376,P486,,PLACE,우도봉,우도 천진항 승합차 돌진 및 3명 사망·10명 부상 (원인불명확),2025-11-24,11월,가을,오후,,,교통사고,불특정다수,FATAL,,RP_TRAFFIC_01,33.5022,126.9446,,,,,,,news,"헤드라인제주, https://www.headlinejeju.co.kr/news/articleView.html?idxno=582024",P524,EXACT
AE_NEWS_0377,P486,,PLACE,우도봉,닻줄에 머리 맞음으로 우도봉 인근 해상 외국인 선원 사망,2026-02-23,2월,겨울,오후,,,해양(선박 작업 사고),종사자,FATAL,,RP_DROWN_01,33.4925,126.9666,,,,,,,news,"한겨레, https://www.hani.co.kr/arti/area/jeju/1246082.html",P524,EXACT
AE_NEWS_0378,P486,,PLACE,우도봉,우도봉 입구에서 자전거를 타던 외국인 관광객이 넘어짐,2025-05-28,5월,봄,오후,,,지형/노면,관광객(외국인),MINOR,,,33.4932351,126.9599653,,,,,,,news,"한라일보, https://m.ihalla.com/article.php?aid=1748414604772354044",P524,EXACT
AE_NEWS_0379,P487,,PLACE,이호-내도 해안도로,"이호동서 차량, 오토바이 5대 충돌",2024-05-27,5월,여름,오후,,,차량위험,불특정다수,SEVERE,,,,,,,,,,,news,"한라일보, https://www.bigkinds.or.kr/v2/news/newsDetailView.do?newsId=01700201.20240527180039001",P525,EXACT
AE_NEWS_0380,P487,,PLACE,이호-내도 해안도로,오토바이가 전도 됌. 헬멧을 쓰지 않은 20대 동승자가 연석에 머리를 부딪힘,2024-10-11,10월,가을,시간불명,,,시설/인프라(교통위험),,FATAL,,RP_TRAFFIC_01,33.498551,126.456521,,,,,,,news,"동아일보, https://www.donga.com/news/Society/article/all/20250115/130868017/2",P525,EXACT
AE_NEWS_0381,P489,,PLACE,금성포구,발을 헛디뎌 금성포구 낚시객 갯바위 고립,2025-01-05,1월,겨울,오후,,,해양(고립),지역주민,RESCUED,,RP_DROWN_01,33.4487,126.3043,,,,,,,news,"연합뉴스, https://www.yna.co.kr/view/AKR20250106077400056",P527,EXACT
AE_NEWS_0382,P490,,PLACE,동일리포구 2 (갯바위),해안 갯바위에서 밀물에 고립된 중국인 여성을 지나가던 어선이 발견,2020-10-18,10월,가을,오전,,,해양(익수위험),관광객(외국인),RESCUED,,RP_DROWN_01,33.2255017,126.2401032,,,,,,,news,"뉴시스, https://www.newsis.com/view/?id=NISX20201018_0001201353",P528,PARTIAL
AE_NEWS_0383,P492,,PLACE,선흘1리,고사리 채취 중 길 잃음으로  실종,2024-03-28,3월,봄,오후,,,산악사고(조난),지역주민,RESCUED,,RP_MOUNTAIN_01,33.385,126.85,,,,,,,news,"한라일보, https://s1.ihalla.com/article.php?aid=1711612716755377044",P530,EXACT
AE_NEWS_0384,P492,,PLACE,선흘1리,파쇄기 작업 중 손가락 끼임으로 인한 손가락 일부 절단,2026-03-09,3월,봄,오후,,,농기계 사고,지역주민,MINOR,,RP_MACHINE_01,33.323,126.693,,,,,,,news,"제주일보, https://www.jejunews.com/news/articleView.html?idxno=2223923",P530,EXACT
AE_NEWS_0385,P494,,PLACE,싱게물공원,만조시 싱게물 공원 해안 바닷길이 물에 잠김,2024-05-17,5월,봄,시간불명,,,만조,피해없음,NONE,,,33.343377,126.174,,,,,,,news,"서울신문, https://www.seoul.co.kr/news/society/accident/2024/05/17/20240517500009",P532,EXACT
AE_NEWS_0386,P495,,PLACE,위미항,위미항에서 차량이 바다로 추락해 50대 운전자가 구조,2022-10-17,10월,가을,오후,,,시설/인프라(교통위험),,FATAL,,RP_TRAFFIC_01,33.2707092,126.6636358,,,,,,,news,"뉴시스, https://www.newsis.com/view/NISX20221018_0002051472",P534,EXACT
AE_NEWS_0387,P031,,PLACE,제주민속오일장,만취 지게차 운전으로 제주민속오일장 인근 도로 오토바이 충돌 운전자 사망,2025-08-28,8월,여름,오전,,,교통사고,지역주민,FATAL,,RP_TRAFFIC_01,33.4973,126.4767,,,,,,,news,"헤드라인제주, https://www.headlinejeju.co.kr/news/articleView.html?idxno=576372",P535,EXACT
AE_NEWS_0388,P031,,PLACE,제주민속오일장,중앙선 침범으로 인한 차량 충돌 및 운전자 심정지,2024-12-18,12월,겨울,밤,,,교통사고,지역주민,SEVERE,,RP_TRAFFIC_01,33.4973,126.4767,,,,,,,news,"연합뉴스TV, https://www.yonhapnewstv.co.kr/news/MYH20241218001200641",P535,EXACT
AE_NEWS_0389,P031,,PLACE,제주민속오일장,전기차 택시가 입구로 돌진해 보행자가 다리를 크게 다침 시장 기둥 일부가 무너짐(원인불명확),2021-03-02,3월,봄,오전,,,시설/인프라(교통위험),불특정다수,SEVERE,,RP_TRAFFIC_01,33.493152,126.475312,,,,,,,news,"KBS, https://news.kbs.co.kr/news/view.do?ncd=5129432",P535,EXACT
AE_NEWS_0390,P498,,PLACE,금악오름(왕매),금오름 탐방객 발목 부상(원인불명확),2026-05-07,5월,봄,오전,,,산악사고,지역주민,MINOR,,RP_MOUNTAIN_01,33.354,126.3056,,,,,,,news,"제주매일, https://www.jejumaeil.net/news/articleView.html?idxno=400614",P538,EXACT
AE_NEWS_0391,P498,,PLACE,금악오름(왕매),패러글라이딩을 하던 남성이 초등학교 인근 운동장에 착륙하다 떨어져 중상을 입고 병원으로 이송됨,2020-10-31,10월,가을,오후,,,지형/노면(낙상),지역주민,SEVERE,,RP_SLIP_TERRAIN,33.3563831,126.29564,,,,,,,news,"제주의소리, https://www.jejusori.net/news/articleView.html?idxno=321765",P538,EXACT
AE_NEWS_0392,P498,,PLACE,금악오름(왕매),패러글라이딩 중 착륙 지점을 벗어난 60대 남성이 주행 중인 렌터카 앞범퍼와 충돌,2023-05-24,5월,봄,오후,,,시설/인프라(교통위험),불특정다수,MINOR,,RP_TRAFFIC_01,33.35696,126.30564,,,,,,,news,"KBS, https://news.kbs.co.kr/news/view.do?ncd=7684109",P538,EXACT
AE_NEWS_0393,P501,,PLACE,자구내포구,"자구내포구 인근 갯바위를 걷던 낚시객이 발을 헛디뎌 바다에 빠짐, 일행과 지나던 어선 선장이 구조",2020-05-10,5월,봄,야간,,,해양(익수위험),,FATAL,,RP_DROWN_01,33.309494,126.164894,,,,,,,news,"제주일보, https://www.jejunews.com/news/articleView.html?idxno=2163294",P542,EXACT
AE_NEWS_0394,P503,,PLACE,제주올레 9코스,"서귀포 올레길 걷던 20대 남성, 무더위에 쓰러짐",2025-08-13,8월,여름,오후,무더위,,무더위,관광객,UNKNOWN,,RP_HEAT_02,33.2371,126.36139,,,,,,,news,"제주일보, http://www.jejunews.com/news/articleView.html?idxno=2220140",P544,EXACT
AE_NEWS_0395,P505,,PLACE,제지기오름,제지기오름 예초 현장을 살피던 예초기 유통회사 대표가 작업 중 튄 돌에 눈을 맞음,2021-10-15,7월,여름,시간불명,,,시설/인프라,종사자(상인/근로자),SEVERE,,,33.242226,126.609375,,,,,,,news,"헤드라인제주, https://www.headlinejeju.co.kr/news/articleView.html?idxno=465149",P548,EXACT
AE_NEWS_0396,P508,,PLACE,차귀도유람선,차귀도 등대 및 절벽서 연기,2025-12-20,12월,겨울,오전,자연정화,,연기,,NONE,,,33.311523,126.146161,,,,,,,news,"제주뉴스, http://www.jejunews.biz/news/articleView.html?idxno=98044",P551,EXACT
AE_NEWS_0397,P910,,PLACE,평대리해변,평대포구 인근 해상 50대 남성 발견 (원인불명확),2025-07-19,7월,여름,오후,,,익수,지역주민,FATAL,,RP_DROWN_01,33.5329,126.8399,,,,,,,news,"헤드라인제주, https://headlinejeju.co.kr/news/articleView.html?idxno=573787",P553,EXACT
AE_NEWS_0398,P513,,PLACE,사라봉,사라봉오거리 횡단보도서 싱크홀 발생,2026-02-26,2월,겨울,오후,싱크홀,,싱크홀,,NONE,,,33.514151,126.538497,,,,,,,news,"제주뉴스, http://www.jejunews.biz/news/articleView.html?idxno=99797",P558,EXACT
AE_NEWS_0399,P515,,PLACE,제주고산리유적,제주고산리유적 인근 교차로 차량 충돌 및 6명 부상,2025-06-09,6월,여름,오후,,,교통사고,불특정다수,MINOR,,RP_TRAFFIC_01,33.3039,126.1826,,,,,,,news,"JIBS, https://www.jibs.co.kr/news/articles/articlesDetail/48138",P560,EXACT
AE_NEWS_0400,P515,,PLACE,제주고산리유적,태풍 힌남노로 유적의 보호울타리가 훼손돼 문화재청이 추가 안전사고 방지 응급조치를 실시,2022-09-06,9월,가을,시간불명,태풍,,기상,,PROPERTY,,RP_TYPHOON_01,33.3039,126.1826,,,,,,,news,"이데일리, https://www.edaily.co.kr/News/Read?newsId=03512886632457496&mediaCodeNo=257",P560,EXACT
AE_NEWS_0401,P520,,PLACE,대포포구,대포포구 인근 해안 스노클링객 익수 병원 이송 (원인불명확),2025-07-09,7월,여름,오후,,,"해양(파도, 이안류, 익수위험)",지역주민,RESCUED,,RP_DROWN_01,33.2362,126.4346,,,,,,,news,"연합뉴스, https://www.yna.co.kr/view/AKR20250709150000056",P565,EXACT
AE_NEWS_0402,P520,,PLACE,대포포구,인근 갯바위에서 낚시하던 낚시객이 밀물과 2~3m 너울성 파도에 고립,2021-10-14,10월,가을,야간,강풍,,해양(파고),불특정다수,RESCUED,,RP_DROWN_01,33.2385427,126.4388796,,,,,,,news,"연합뉴스, https://www.yna.co.kr/view/AKR20211014075200056",P565,EXACT
AE_NEWS_0403,P521,,PLACE,라신동,LED 전등 발화 추정으로 귀덕리 리조트 화재 및 투숙객 대피,2025-09-30,9월,가을,밤,,,화재,불특정다수,PROPERTY,,RP_FIRE_01,33.4376,126.2789,,,,,,,news,"한라일보, https://m.ihalla.com/article.php?aid=1759192412777242044",P566,EXACT
AE_NEWS_0404,P522,,PLACE,만장굴,제주 만장굴 앞 도로서 6중 추돌사고,2025-07-09,7월,여름,오후,무관,,교통위험,불특정다수,MINOR,,RP_TRAFFIC_01,33.529058,126.771412,,,,,,,news,"연합뉴스, https://www.yna.co.kr/view/AKR20250709159300056?input=copy",P567,EXACT
AE_NEWS_0405,P522,,PLACE,만장굴,만장굴 인근에서 야간에 길잃은 60대 남성 구조,2025-04-22,4월,봄,야간,,,야간위험,지역주민,RESCUED,,,33.529058,126.771412,,,,,,,news,"한라일보, https://m.ihalla.com/article.php?aid=1745221278770932044&utm_source=chatgpt.com#_PA",P567,EXACT
AE_NEWS_0406,P522,,PLACE,만장굴,만장굴 주변에서 고사리 채취 중 길을 잃은 60대 여성이 구조,2025-04-13,4월,봄,오후,,,길잃음,지역주민,RESCUED,,RP_LOST_01,33.52833,126.77197,,,,,,,news,"연합뉴스, https://www.yna.co.kr/view/AKR20250413018100056",P567,EXACT
AE_NEWS_0407,P522,,PLACE,만장굴,내부 2곳에서 최대 7cm 크기의 돌이 떨어져 출입이 임시 통제,2023-03-21,1월,겨울,오후,,,자연환경(낙석),,NONE,,RP_ROCKFALL_01,33.5492896,126.7781744,,,,,,,news,"제주일보, https://www.jejunews.com/news/articleView.html?idxno=2201427",P567,EXACT
AE_NEWS_0408,P522,,PLACE,만장굴,지름 65cm 이상의 암석이 떨어져 계단 난간 일부가 파손 동굴 출입이 통제됨,2023-12-29,12월,겨울,야간,,,자연환경(낙석),,PROPERTY,,RP_ROCKFALL_01,33.5492896,126.7781744,,,,,,,news,"미디어제주, https://www.mediajeju.com/news/articleView.html?idxno=349068",P567,EXACT
AE_NEWS_0409,P527,,PLACE,제주대학교 가는길 3(제주대 입구 사거리),제주대 입구 사거리에서 화물차가 트럭과 정차 중인 버스 2대를 잇달아 들이받음,2021-05-10,4월,봄,오후,,,시설/인프라(교통위험),불특정다수,FATAL,,RP_TRAFFIC_01,33.456797,126.550699,,,,,,,news,"헤드라인제주, https://www.headlinejeju.co.kr/news/articleView.html?idxno=449710",P572,PARTIAL
